filename	label	start_span	end_span	span	code	semantic_rel
es-S1130-05582009000600006-1	ENFERMEDAD	1234	1260	lesión de células gigantes	443790001	EXACT
es-S1130-05582009000600006-1	ENFERMEDAD	1581	1584	MAV	234141001	EXACT
es-S1130-05582009000600006-1	ENFERMEDAD	2242	2269	malformación arterio-venosa	234141001	EXACT
es-S1130-05582009000600006-1	ENFERMEDAD	1356	1380	sangrado intraoperatorio	213261000	EXACT
es-S1130-05582009000600006-1	ENFERMEDAD	595	601	lesión	417163006	EXACT
es-S0210-56912008000200007-2	ENFERMEDAD	68	81	shock séptico	76571007	EXACT
es-S0210-56912008000200007-2	ENFERMEDAD	149	152	CID	67406007	EXACT
es-S0210-56912008000200007-2	ENFERMEDAD	1393	1404	peritonitis	48661000	EXACT
es-S0004-06142008000700011-1	ENFERMEDAD	709	738	tumor fusiforme de bajo grado	88897007	NARROW
es-S0004-06142008000700011-1	ENFERMEDAD	986	1034	tumor fusiforme del estroma sexual no específico	55342001	NARROW
es-S1139-76322017000100011-1	ENFERMEDAD	49	117	exantema purpúrico palpable en los miembros inferiores y los glúteos	271807003+118937003+609620004	COMPOSITE
es-S1139-76322017000100011-1	ENFERMEDAD	283	299	faringitis aguda	363746003	EXACT
es-S1139-76322017000100011-1	ENFERMEDAD	1398	1450	púrpura de Schönlein-Henoch con afectación articular	191306005	NARROW
es-S1139-76322016000300012-1	ENFERMEDAD	1480	1486	úlcera	429040005	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	221	265	caries en el segundo molar de leche inferior	80967001	NARROW
es-S1139-76322016000300012-1	ENFERMEDAD	640	646	flemón	299709002	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	932	959	absceso en borde submaxilar	17133001	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	502	508	flemón	299709002	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	514	524	adenopatía	30746006	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	148	163	flemón dentario	299709002	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	1659	1667	cicatriz	275322007	EXACT
es-S1139-76322016000300012-1	ENFERMEDAD	1135	1159	lesión cervical ulcerada	118939000	NARROW
es-S1139-76322015000100011-1	ENFERMEDAD	908	933	tartamudeo del desarrollo	39423001	NARROW
es-S1139-76322015000100011-1	ENFERMEDAD	226	245	traumatismo craneal	82271004	EXACT
es-S0210-56912009000600008-1	ENFERMEDAD	70	80	tabaquismo	365982000	EXACT
es-S0210-56912009000600008-1	ENFERMEDAD	83	102	hipercolesterolemia	13644009	EXACT
es-S0210-56912009000600008-1	ENFERMEDAD	118	150	enfermedad coronaria aguda grave	127337006	NARROW
es-S0210-56912009000600008-1	ENFERMEDAD	936	972	obstruccion de la vía aérea superior	68372009	EXACT
es-S0210-56912009000600008-1	ENFERMEDAD	1024	1042	estenosis traqueal	11296007	EXACT
es-S0210-56912009000600008-1	ENFERMEDAD	1115	1153	estenosis traqueal en extremo proximal	11296007	NARROW
es-S0210-56912009000600008-1	ENFERMEDAD	1204	1225	fibrosis peritraqueal	59837008+263756000	COMPOSITE
es-S0210-56912009000600008-1	ENFERMEDAD	1394	1400	lesión	417163006	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	813	822	epilepsia	84757009	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	839	858	retraso mental leve	86765009	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	860	874	hipotiroidismo	40930008	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	876	901	resistencia a la insulina	763325000	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	904	919	alergia al yodo	294913003	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	558	578	QG asociada a un SMR	215617000	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	1266	1281	lengua fisurada	52368004	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	1304	1315	macroglosia	25273001	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	241	244	SMR	37770007	EXACT
es-S1130-05582008000500006-1	ENFERMEDAD	1180	1197	lengua depapilada	59032001	EXACT
S0004-06142006000500002-4	ENFERMEDAD	237	258	hipertensión arterial	38341003	EXACT
S0004-06142006000500002-4	ENFERMEDAD	723	732	hidrocele	26614003	EXACT
S0004-06142006000500002-4	ENFERMEDAD	870	895	orquiepididimitis crónica	10194007+236768005	COMPOSITE
S0004-06142006000500002-4	ENFERMEDAD	1031	1040	hidrocele	26614003	EXACT
S0004-06142006000500002-4	ENFERMEDAD	1459	1513	tumor de células de Leydig con criterios de malignidad	77870005	EXACT
S0004-06142006000500002-4	ENFERMEDAD	2145	2155	metástasis	128462008	EXACT
es-S1130-01082008000900014-1	ENFERMEDAD	34	110	adenocarcinoma medianamente diferenciado implantado sobre esófago de Barrett	721617001	NARROW
es-S1130-01082008000900014-1	ENFERMEDAD	676	709	retención en el conducto gástrico	307227006	EXACT
es-S1130-01082008000900014-1	ENFERMEDAD	715	745	píloro marcadamente estenosado	367403001	EXACT
es-S1130-01082008000900014-1	ENFERMEDAD	211	234	reflujo gastroesofágico	235595009	EXACT
es-S1130-01082008000900014-1	ENFERMEDAD	2144	2155	perforación	36191001	EXACT
es-S1130-01082008000900014-1	ENFERMEDAD	1086	1131	stop casi completo y persistente en el píloro	244815007	NARROW
es-S1130-63432013000400011-2	ENFERMEDAD	21	110	diabetes mellitus tipo 2 de larga evolución secundaria a pancreatitis crónica calcificada	44054006+301009006	COMPOSITE
es-S1130-63432013000400011-2	ENFERMEDAD	490	496	úlcera	429040005	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	1205	1242	insuficiencia renal crónica agudizada	236433006	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	1247	1262	sepsis urinaria	721104000	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	78	110	pancreatitis crónica calcificada	301009006	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	365	377	malnutrición	248325000	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	379	406	insuficiencia renal crónica	90688005	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	127	140	hipoglucemias	302866003	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	408	430	cetoacidosis diabética	420422005	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	437	449	úlcera sacra	225562005	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	212	241	cuadros infecciosos urinarios	68566005	EXACT
es-S1130-63432013000400011-2	ENFERMEDAD	1051	1057	úlcera	429040005	EXACT
es-S1130-63432016000200009-1	ENFERMEDAD	277	303	rinoconjuntivitis alérgica	473460002	EXACT
es-S1130-63432016000200009-1	ENFERMEDAD	401	419	alergia estacional	444316004	EXACT
es-S0004-06142008000500015-1	ENFERMEDAD	1097	1115	formación quística	441457006	EXACT
es-S0004-06142008000500015-1	ENFERMEDAD	581	627	pulpa testicular, contenía una lesión quística	767754009	EXACT
es-S0004-06142008000500015-1	ENFERMEDAD	276	299	tumor sólido testicular	126900000	NARROW
es-S0004-06142008000500015-1	ENFERMEDAD	905	945	formación quística en cordón espermático	118658007	NARROW
es-S0004-06142008000500015-1	ENFERMEDAD	1529	1567	lesión quística del cordón espermático	118658007	NARROW
es-S0004-06142008000500015-1	ENFERMEDAD	1586	1599	espermatocele	49263001	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	2242	2262	Tuberculosis Cutánea	66986005	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1734	1758	dermatitis granulomatosa	238673000	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	2859	2881	Enfermedad Profesional	115966001	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1184	1202	pápula eritematosa	70831001	NARROW
es-S0465-546X2009000300008-1	ENFERMEDAD	1773	1795	dermatitis tuberculosa	66986005	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	2960	2986	enfermedades profesionales	115966001	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1293	1313	adenopatías axilares	127189005	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1600	1624	dermatitis granulomatosa	238673000	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1667	1689	dermatitis tuberculosa	66986005	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	334	409	pinchándose en la cara lateral externa de la falange distal del dedo índice	283520007	NARROW
es-S0465-546X2009000300008-1	ENFERMEDAD	1044	1056	tuberculosis	56717001	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	111	134	inocula accidentalmente	10850741000119108	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	943	954	hepatitis B	66071002	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	527	533	herida	416462003	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1371	1377	lesión	417163006	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1413	1419	lesión	417163006	EXACT
es-S0465-546X2009000300008-1	ENFERMEDAD	1547	1553	lesión	417163006	EXACT
S0004-06142006000900006-1	ENFERMEDAD	24	52	patología litiásica compleja	66058000	NARROW
S0004-06142006000900006-1	ENFERMEDAD	193	209	litiasis renales	386103008	EXACT
S0004-06142006000900006-1	ENFERMEDAD	399	416	litiasis ureteral	386104002	EXACT
S0004-06142006000900006-1	ENFERMEDAD	549	582	litiasis de 1 cm en polo inferior	386103008	NARROW
S0004-06142006000900006-1	ENFERMEDAD	298	342	moderada dilatación pielocalicial y ureteral	95576001+371011007	COMPOSITE
es-S1139-76322013000100009-1	ENFERMEDAD	64	95	grave retraso pondero-estatural	444896005	NARROW
es-S1139-76322013000100009-1	ENFERMEDAD	117	149	estrabismo convergente bilateral	16596007	NARROW
es-S1139-76322013000100009-1	ENFERMEDAD	152	170	mamilas invertidas	82231009	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	276	296	fallo de crecimiento	444896005	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	888	916	error innato del metabolismo	86095007	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	918	921	EIM	86095007	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	1079	1085	sepsis	91302008	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	1205	1226	hipoplasia cerebelosa	16026008	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	1276	1340	defecto congénito de la glucosilación de proteínas (CGD) tipo Ia	459063003	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	1328	1331	CGD	238049009	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	736	751	hipoalbuminemia	119247004	EXACT
es-S1139-76322013000100009-1	ENFERMEDAD	1095	1107	hipoglucemia	66694000	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	776	801	síndrome de Miller Fisher	1767005	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	323	328	gripe	6142004	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1526	1542	desmielinización	6118003	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1497	1523	lesión ocupante de espacio	56002005	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	229	237	diplopía	24982008	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1908	1916	diplopía	24982008	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1310	1318	disfagia	288939007	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1299	1307	disfonía	16617009	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	1281	1297	parálisis facial	280816001	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	74	86	visión doble	24982008	EXACT
es-S0365-66912008000700008-1	ENFERMEDAD	666	685	diplopia horizontal	24982008	NARROW
es-S0212-16112012000300029-1	ENFERMEDAD	1443	1487	derrame pleural aumentó haciéndose bilateral	425802001	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	34	37	LAM	91861009	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	1862	1891	infección asociada al catéter	440653007	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	56	89	hemoneumotórax derecho espontáneo	16632002	NARROW
es-S0212-16112012000300029-1	ENFERMEDAD	442	457	derrame pleural	60046008	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	1767	1782	hipoalbuminemia	119247004	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	524	534	quilotórax	83035003	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	154	171	distrofia bullosa	823996003	NARROW
es-S0212-16112012000300029-1	ENFERMEDAD	2559	2584	derrame pleural bilateral	425802001	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	251	266	ascitis quilosa	52985009	EXACT
es-S0212-16112012000300029-1	ENFERMEDAD	288	325	linfangioma quístico retro-peritoneal	400178008	NARROW
es-S0212-16112012000300029-1	ENFERMEDAD	129	138	hemotórax	31892009	EXACT
es-S1139-76322012000300006-2	ENFERMEDAD	393	414	hipertrofia amigdalar	46689006	EXACT
es-S1139-76322012000300006-2	ENFERMEDAD	1199	1210	adenopatías	30746006	EXACT
es-S1139-76322012000300006-2	ENFERMEDAD	1214	1234	hepatoesplenomegalia	36760000	EXACT
es-S1139-76322012000300006-2	ENFERMEDAD	1429	1452	síndrome mononucleósico	271558008	EXACT
es-S0210-56912007000700008-1	ENFERMEDAD	33	40	fumador	77176002	EXACT
es-S0210-56912007000700008-1	ENFERMEDAD	913	958	adenopatías en hilio pulmonar, paratraqueales	127101005+23794001	COMPOSITE
es-S0210-56912007000700008-1	ENFERMEDAD	1167	1187	proteinosis alveolar	10501004	EXACT
es-S0210-56912007000700008-1	ENFERMEDAD	1358	1365	hipoxia	389086002	EXACT
es-S1130-01082007000700016-1	ENFERMEDAD	62	98	pancreatitis aguda de origen enólico	235942001	EXACT
es-S1130-01082007000700016-1	ENFERMEDAD	346	366	hipotensión arterial	45007003	EXACT
es-S1130-01082007000700016-1	ENFERMEDAD	977	1001	pseudoquiste pancreático	111374002	EXACT
es-S1130-01082007000700016-1	ENFERMEDAD	805	818	hiperglucemia	80394007	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	391	413	quísticas parapiélicas	253883006	NARROW
es-S0004-06142007000700015-1	ENFERMEDAD	524	531	quistes	441457006	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	581	616	quiste parapiélico en riñón derecho	722223000	NARROW
es-S0004-06142007000700015-1	ENFERMEDAD	765	780	lesión quística	441457006	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	997	1024	linfangioma renal bilateral	400178008	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	1174	1186	lesión renal	79131000119100	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	467	475	lesiones	157670007	EXACT
es-S0004-06142007000700015-1	ENFERMEDAD	870	910	celda renal izquierda existía una lesión	79131000119100	NARROW
es-S1139-76322012000400011-1	ENFERMEDAD	400	413	bilharzhiasis	10087007	EXACT
es-S1139-76322012000400011-1	ENFERMEDAD	939	955	esquistosomiasis	10087007	EXACT
es-S1139-76322012000400011-1	ENFERMEDAD	79	101	hematuria macroscópica	197941005	EXACT
es-S0210-48062009000600016-1	ENFERMEDAD	90	119	tumor renal del polo inferior	126880001	NARROW
es-S0210-48062009000600016-1	ENFERMEDAD	894	924	ascitis de distribución difusa	389026000	NARROW
es-S0210-48062009000600016-1	ENFERMEDAD	170	223	adherencias peritumorales paraaórticas y al mesocolon	197197009	NARROW
es-S0210-48062009000600016-1	ENFERMEDAD	943	958	ascitis quilosa	52985009	EXACT
es-S0210-48062009000600016-1	ENFERMEDAD	1088	1109	hipo-proteinemia leve	8900005	NARROW
es-S0210-48062009000600016-1	ENFERMEDAD	467	500	carcinoma renal de células claras	254915003	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	42	118	síndrome doloroso regional complejo tipo I de la extremidad derecha superior	293971000119103	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	2072	2085	tirotoxicosis	90739004	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	234	266	infección causada por pseudomona	63398001	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	594	598	SDRC	128200000	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	1366	1384	Síndrome de Horner	271730003	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	705	713	diabetes	73211009	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	688	700	hipertensión	38341003	EXACT
es-S1134-80462008000800003-1	ENFERMEDAD	1581	1593	hipertensión	38341003	EXACT
es-S1130-01082009000700015-1	ENFERMEDAD	569	581	endometrioma	237116001	EXACT
es-S1130-01082009000700015-1	ENFERMEDAD	1045	1072	tumor de células granulares	404035005	EXACT
es-S1130-01082009000700015-1	ENFERMEDAD	1532	1540	lesiones	157670007	EXACT
es-S1130-01082009000700015-1	ENFERMEDAD	1077	1140	lesión se extiende por el tejido adiposo subseroso del apéndice	235771005	NARROW
es-S1130-05582008000500009-1	ENFERMEDAD	1493	1539	proceso neoplásico en el lóbulo medio pulmonar	126713003	NARROW
es-S1130-05582008000500009-1	ENFERMEDAD	152	285	carcinoma de células escamosas que afectaba al borde lingual, la pared lateral orofaríngea, el área amigdalar y el hemipaladar blando	276952000+408649007+276962007	COMPOSITE
es-S1130-05582008000500009-1	ENFERMEDAD	326	430	adenopatías metastásicas en los ejes vasculares y en las regiones submaxilares de ambos lados del cuello	94392001+127082004+127087005	COMPOSITE
es-S1130-05582008000500009-1	ENFERMEDAD	1910	1945	desgarros en la pared de la tráquea	233784004	NARROW
es-S1130-05582008000500009-1	ENFERMEDAD	491	496	tumor	55342001	EXACT
es-S0004-06142008000600013-1	ENFERMEDAD	196	214	bocio multinodular	237570007	EXACT
es-S0004-06142008000600013-1	ENFERMEDAD	838	853	carcinoma renal	254915003	EXACT
es-S0004-06142008000600013-1	ENFERMEDAD	954	976	adenopatías cervicales	127086001	EXACT
es-S0004-06142008000600013-1	ENFERMEDAD	1066	1074	lesiones	157670007	EXACT
es-S0004-06142008000600013-1	ENFERMEDAD	987	1044	imágenes ocupantes de espacio en seno piriforme izquierdo	7393007	NARROW
es-S0365-66912010000600004-1	ENFERMEDAD	108	131	ptosis congénita de ojo	268163008	EXACT
es-S0365-66912010000600004-1	ENFERMEDAD	1863	1878	quiste dermoide	441459009	NARROW
es-S0365-66912010000600004-1	ENFERMEDAD	1025	1035	hipotropia	29491004	EXACT
es-S0365-66912010000600004-1	ENFERMEDAD	1723	1735	astigmatismo	82649003	EXACT
es-S0365-66912010000600004-1	ENFERMEDAD	2040	2046	lesión	417163006	EXACT
es-S0365-66912010000600004-1	ENFERMEDAD	316	340	problemas de coagulación	248253003	EXACT
es-S0365-66912010000600004-1	ENFERMEDAD	445	480	asimetría entre párpados superiores	366009001	NARROW
es-S0365-66912010000600004-1	ENFERMEDAD	482	552	tercio interno del párpado superior izquierdo discretamente descendido	412719003	NARROW
es-S1134-80462004000400007-1	ENFERMEDAD	61	71	DM tipo II	44054006	EXACT
es-S1134-80462004000400007-1	ENFERMEDAD	148	151	HTA	38341003	EXACT
es-S1134-80462004000400007-1	ENFERMEDAD	1167	1189	depresión respiratoria	80954004	EXACT
es-S1134-80462004000400007-1	ENFERMEDAD	169	174	obesa	414915002	EXACT
es-S1134-80462004000400007-1	ENFERMEDAD	132	146	polineuropatía	42345000	EXACT
es-S0004-06142007000700014-1	ENFERMEDAD	21	42	alérgico a penicilina	91936005	EXACT
es-S0004-06142007000700014-1	ENFERMEDAD	79	91	endocarditis	56819008	EXACT
es-S0004-06142007000700014-1	ENFERMEDAD	260	308	glande, que deformaba meato, con áreas ulceradas	33495006	NARROW
es-S0004-06142007000700014-1	ENFERMEDAD	343	397	adenopatías fijas y duras en ambas regiones inguinales	127199000	NARROW
es-S0004-06142007000700014-1	ENFERMEDAD	477	512	adenopatías pulmonares e inguinales	127101005+127199000	COMPOSITE
es-S0004-06142007000700014-1	ENFERMEDAD	551	568	neoplasia de pene	126896003	EXACT
es-S0004-06142007000700014-1	ENFERMEDAD	679	742	sarcoma pleomórfico de pene con diferenciación osteosarcomatosa	424413001	NARROW
es-S0004-06142007000700014-1	ENFERMEDAD	1016	1041	insuficiencia renal aguda	723189000	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	729	761	priapismo de prolongada duración	6273006	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	2068	2095	síndrome mieloproliferativo	425333006	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	371	390	traumatismo peneano	110015006	NARROW
es-S0210-48062004000500008-1	ENFERMEDAD	815	838	priapismo de alto flujo	441545004	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	2156	2181	leucemia mieloide crónica	92818009	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	2380	2389	priapismo	6273006	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	956	999	daño irreversible en los cuerpos cavernosos	128543007	NARROW
es-S0210-48062004000500008-1	ENFERMEDAD	2423	2448	leucemia mieloide crónica	92818009	EXACT
es-S0210-48062004000500008-1	ENFERMEDAD	2321	2344	enfermedad hematológica	34093004	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	44	70	trastorno afectivo bipolar	13746004	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	659	680	hipertensión arterial	38341003	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	697	710	hipopotasemia	43339004	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	782	800	retención urinaria	267064002	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	1562	1583	hipertensión arterial	38341003	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	1585	1588	HTA	38341003	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	1595	1608	hipernatremia	39355002	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	2024	2041	catatonia maligna	441833000	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	2256	2259	HTA	38341003	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	2391	2402	encefalitis	45170000	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	2468	2471	TAB	13746004	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	2482	2499	catatonia maligna	441833000	EXACT
es-S0211-57352011000100008-1	ENFERMEDAD	1223	1239	trombosis venosa	111293003	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	118	134	sangrado vaginal	399131003	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	395	407	abuso sexual	225826001	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	497	519	cuerpo extraño vaginal	34124000	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	532	544	abuso sexual	225826001	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	605	627	cuerpo extraño vaginal	34124000	EXACT
es-S1139-76322016000200010-1	ENFERMEDAD	784	796	abuso sexual	225826001	EXACT
es-S1130-05582017000100031-1	ENFERMEDAD	77	113	edentulismo parcial de ambas arcadas	371084005+371083004	COMPOSITE
es-S1130-05582017000100031-1	ENFERMEDAD	116	196	atrofia alveolar severa clase III de Seibert1 en la región de premaxila edéntula	75721000	NARROW
es-S1130-05582017000100031-1	ENFERMEDAD	673	679	herida	416462003	EXACT
es-S0365-66912004000600008-1	ENFERMEDAD	34	69	glaucoma primario de ángulo abierto	77075001	EXACT
es-S0365-66912004000600008-1	ENFERMEDAD	212	221	cataratas	193570009	EXACT
es-S0365-66912004000600008-1	ENFERMEDAD	796	818	edema macular quístico	193387007	EXACT
es-S0365-66912004000600008-1	ENFERMEDAD	1614	1621	quistes	441457006	EXACT
es-S0365-66912004000600008-1	ENFERMEDAD	1065	1083	espacios quísticos	125291005	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	1762	1779	accidente laboral	65339005	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	1782	1804	enfermedad profesional	115966001	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	514	523	Hepatitis	128241005	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	127	148	pinchazo con abbocath	10850741000119108	NARROW
es-S0465-546X2014000300010-1	ENFERMEDAD	367	393	enfermedades transmisibles	190563008	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	1204	1215	Hepatitis A	128241005	NARROW
es-S0465-546X2014000300010-1	ENFERMEDAD	1218	1229	Hepatitis B	66071002	EXACT
es-S0465-546X2014000300010-1	ENFERMEDAD	1016	1031	hepatitis A y B	40468003+66071002	COMPOSITE
es-S1698-69462006000300015-1	ENFERMEDAD	1185	1198	osteocondroma	443093007	EXACT
es-S1698-69462006000300015-1	ENFERMEDAD	1339	1363	deformidad de la mejilla	118930001	NARROW
es-S1698-69462006000300015-1	ENFERMEDAD	626	642	tumor coronoídeo	126551000	EXACT
es-S1698-69462006000300015-1	ENFERMEDAD	241	304	asimetría facial por aumento de volumen en la mejilla izquierda	15253005	NARROW
es-S0212-71992007000200007-1	ENFERMEDAD	91	103	pancitopenia	127034005	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	139	152	LNH di tipo B	109979007	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	447	469	enfermedad linfomatosa	414628006	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	517	531	mielodisplasia	109995007	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	921	933	pancitopenia	127034005	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	1100	1120	ipertensión cerebral	50490005	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	1762	1781	metaplasia mieloide	443230004	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	2258	2271	coma cerebral	371632003	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	558	581	infiltración neoplásica	128462008	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	688	702	esplenomegalia	16294009	EXACT
es-S0212-71992007000200007-1	ENFERMEDAD	1063	1071	lesiones	157670007	EXACT
S0004-06142006000600012-1	ENFERMEDAD	137	147	varicocele	51070004	EXACT
S0004-06142006000600012-1	ENFERMEDAD	573	604	adenomegalias retroperitoneales	127154008	EXACT
S0004-06142006000600012-1	ENFERMEDAD	977	1005	Tumor maligno indiferenciado	363346000	NARROW
S0004-06142006000600012-1	ENFERMEDAD	1103	1108	tumor	55342001	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1162	1207	infiltración focal de la grasa perisuprarenal	94162004	NARROW
S0004-06142006000600012-1	ENFERMEDAD	1337	1358	pielonefritis crónica	63302006	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1397	1416	quiste de retención	367645008	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1536	1549	Nefroblastoma	302849000	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1551	1565	Tumor de Wilms	302849000	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1649	1665	recidiva tumoral	25173007	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1841	1849	neumonía	233604007	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1884	1890	sepsis	91302008	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1230	1236	lesión	417163006	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1475	1481	lesión	417163006	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1300	1314	lesión tumoral	55342001	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1238	1257	Embolias vasculares	414086009	EXACT
S0004-06142006000600012-1	ENFERMEDAD	1360	1394	Arterio y arteriolonefroesclerosis	32916005	NARROW
S0004-06142007000500017-1	ENFERMEDAD	644	665	nevus azul prostático	63166000	NARROW
es-S1130-01082008000400013-1	ENFERMEDAD	81	90	trombosis	439127006	EXACT
