filename	mention_id	label	start_span	end_span	span	code	semantic_rel	annotation	sentence	Prediction	Predicted_code
281_3	281_3.150	Procedures	3500	3511	tomographie	C0040395	EXACT	Tomographie	Dans une étude de [tomographie]{Procedures} par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Tomography	C0040395
281_3	281_3.151	Procedures	3539	3542	PET	C0032743	EXACT	Pet	Dans une étude de tomographie par émission de positron ( [PET]{Procedures} ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Positron-Emission Tomography	C0032743
281_3	281_3.153	Chemicals & Drugs	3616	3626	olanzapine	C0171023	EXACT	OLANZapine	Dans une étude de tomographie par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ [olanzapine]{Chemicals & Drugs} a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Olanzapine	C0171023
281_3	281_3.157	Disorders	3748	3764	thrombocytopénie	C0040034	EXACT	Thrombocytopénie	Une neutropénie réversible , une [thrombocytopénie]{Disorders} périphérique ou une anémie sont survenues chez quelques chiens traités par 8 ou 10 mg / kg / j ( l ’ exposition totale à l ’ olanzapine ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un homme ayant reçu une dose de 12 mg ).	Thrombocytopenia	C0040034
281_3	281_3.158	Disorders	3785	3791	anémie	C0002871	EXACT	Anémie	Une neutropénie réversible , une thrombocytopénie périphérique ou une [anémie]{Disorders} sont survenues chez quelques chiens traités par 8 ou 10 mg / kg / j ( l ’ exposition totale à l ’ olanzapine ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un homme ayant reçu une dose de 12 mg ).	Anemia	C0002871
281_3	281_3.160	Procedures	3828	3835	traités	C0087111	EXACT	Traitement	Une neutropénie réversible , une thrombocytopénie périphérique ou une anémie sont survenues chez quelques chiens [traités]{Procedures} par 8 ou 10 mg / kg / j ( l ’ exposition totale à l ’ olanzapine ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un homme ayant reçu une dose de 12 mg ).	Therapeutic procedure	C0087111
281_3	281_3.161	Disorders	3866	3876	exposition	C2905623	EXACT	Exposure to other forces of nature	Une neutropénie réversible , une thrombocytopénie périphérique ou une anémie sont survenues chez quelques chiens traités par 8 ou 10 mg / kg / j ( l ’ [exposition]{Disorders} totale à l ’ olanzapine ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un homme ayant reçu une dose de 12 mg ).	Exposure to other forces of nature	C2905623
281_3	281_3.162	Chemicals & Drugs	3890	3900	olanzapine	C0171023	EXACT	OLANZapine	Une neutropénie réversible , une thrombocytopénie périphérique ou une anémie sont survenues chez quelques chiens traités par 8 ou 10 mg / kg / j ( l ’ exposition totale à l ’ [olanzapine]{Chemicals & Drugs} ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un homme ayant reçu une dose de 12 mg ).	Olanzapine	C0171023
281_3	281_3.163	Living Beings	3973	3978	homme	C0086418	EXACT	Homme moderne	Une neutropénie réversible , une thrombocytopénie périphérique ou une anémie sont survenues chez quelques chiens traités par 8 ou 10 mg / kg / j ( l ’ exposition totale à l ’ olanzapine ( aire sous la courbe ) étant 12 à 15 fois plus élevée que celle d ’ un [homme]{Living Beings} ayant reçu une dose de 12 mg ).	Homo sapiens	C0086418
281_3	281_3.164	Chemicals & Drugs	4013	4021	Mannitol	C0024730	EXACT	Mannitol	[Mannitol]{Chemicals & Drugs} ( E421 ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille Tartrazine laque ( E102 )	Mannitol	C0024730
281_3	281_3.165	Chemicals & Drugs	4024	4028	E421	C0024730	EXACT	E421 - Mannitol	Mannitol ( [E421]{Chemicals & Drugs} ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille Tartrazine laque ( E102 )	Mannitol	C0024730
281_3	281_3.170	Chemicals & Drugs	4055	4061	sodium	C0037473	EXACT	Na sodium	Mannitol ( E421 ) Glycolate d ’ amidon de [sodium]{Chemicals & Drugs} ( type A ) D-glucose Arôme vanille Tartrazine laque ( E102 )	Sodium	C0037473
281_3	281_3.173	Chemicals & Drugs	4097	4107	Tartrazine	C0039329	EXACT	TARTRAZINE	Mannitol ( E421 ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille [Tartrazine]{Chemicals & Drugs} laque ( E102 )	Tartrazine	C0039329
281_3	281_3.174	Objects	4108	4113	laque	C0022902	EXACT	Laque	Mannitol ( E421 ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille Tartrazine [laque]{Objects} ( E102 )	Lacquer	C0022902
281_3	281_3.176	Chemicals & Drugs	3697	3710	récepteurs D2	C0058698	EXACT	Récepteur dopamine D2	Dans une étude de tomographie par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des [récepteurs D2]{Chemicals & Drugs} .	Dopamine D2 Receptor	C0058698
281_3	281_3.179	Disorders	616	654	Affections des organes de reproduction	C0178829	EXACT	Affection des organes de la reproduction	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie [Affections des organes de reproduction]{Disorders} et du sein Priapisme Troubles généraux et anomalies au site d	Reproductive system disorder	C0178829
281_3	281_3.180	Disorders	2966	3004	Affections des organes de reproduction	C0178829	EXACT	Affection des organes de la reproduction	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie [Affections des organes de reproduction]{Disorders} et du sein Priapisme Troubles généraux et anomalies au site d	Reproductive system disorder	C0178829
281_4	281_4.3	Chemicals & Drugs	57	66	comprimés	C0039225	EXACT	Comprimés	5 Nature et contenu de l' Olanzapine Teva 10 mg , [comprimés]{Chemicals & Drugs} orodispersibles	Tablet Dosage Form	C0039225
281_4	281_4.6	Chemicals & Drugs	144	154	olanzapine	C0171023	EXACT	OLANZapine	Chaque comprimé orodispersible de 10 mg contient 10 mg d ’ [olanzapine]{Chemicals & Drugs} .	Olanzapine	C0171023
281_4	281_4.8	Chemicals & Drugs	159	167	Comprimé	C0039225	EXACT	Comprimés	[Comprimé]{Chemicals & Drugs} rond plat de couleur jaune , les deux faces sont lisses .	Tablet Dosage Form	C0039225
281_4	281_4.9	Phenomena	181	188	couleur	C0009393	EXACT	Couleur	Comprimé rond plat de [couleur]{Phenomena} jaune , les deux faces sont lisses .	Color	C0009393
281_4	281_4.12	Chemicals & Drugs	331	340	comprimés	C0039225	EXACT	Comprimés	Si une progression posologique de 2 , 5 mg est nécessaire , il convient d ’ utiliser Olanzapine Teva , [comprimés]{Chemicals & Drugs} pelliculés .	Tablet Dosage Form	C0039225
281_4	281_4.13	Anatomy	385	400	Système Nerveux	C0027763	EXACT	Système nerveux	117 Activité générale sur le [Système Nerveux]{Anatomy} Central Compte-tenu des principaux effets de l ’ olanzapine sur le Système Nerveux Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Nervous system structure	C0027763
281_4	281_4.14	Anatomy	393	400	Nerveux	C0027740	EXACT	Nerves	117 Activité générale sur le Système [Nerveux]{Anatomy} Central Compte-tenu des principaux effets de l ’ olanzapine sur le Système Nerveux Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Nerve	C0027740
281_4	281_4.15	Disorders	436	442	effets	C1313864	EXACT	Late effects of trauma	117 Activité générale sur le Système Nerveux Central Compte-tenu des principaux [effets]{Disorders} de l ’ olanzapine sur le Système Nerveux Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Secondary effect of trauma	C1313864
281_4	281_4.16	Chemicals & Drugs	450	460	olanzapine	C0171023	EXACT	OLANZapine	117 Activité générale sur le Système Nerveux Central Compte-tenu des principaux effets de l ’ [olanzapine]{Chemicals & Drugs} sur le Système Nerveux Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Olanzapine	C0171023
281_4	281_4.17	Anatomy	468	483	Système Nerveux	C0027763	EXACT	Système nerveux	117 Activité générale sur le Système Nerveux Central Compte-tenu des principaux effets de l ’ olanzapine sur le [Système Nerveux]{Anatomy} Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Nervous system structure	C0027763
281_4	281_4.18	Anatomy	476	483	Nerveux	C0027740	EXACT	Nerves	117 Activité générale sur le Système Nerveux Central Compte-tenu des principaux effets de l ’ olanzapine sur le Système [Nerveux]{Anatomy} Central , il faudra être prudent lors de l ’ association avec des médicaments à action centrale et avec l ’ alcool .	Nerve	C0027740
281_4	281_4.20	Chemicals & Drugs	550	561	médicaments	C0013227	EXACT	Médicaments	117 Activité générale sur le Système Nerveux Central Compte-tenu des principaux effets de l ’ olanzapine sur le Système Nerveux Central , il faudra être prudent lors de l ’ association avec des [médicaments]{Chemicals & Drugs} à action centrale et avec l ’ alcool .	Pharmaceutical Preparations	C0013227
281_4	281_4.22	Disorders	623	655	Affections musculo-squelettiques	C0263660	EXACT	Affections musculo-squelettiques et systémiques	[Affections musculo-squelettiques]{Disorders} et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Musculoskeletal and connective tissue disorders	C0263660
281_4	281_4.24	Anatomy	674	682	osseuses	C0005931	EXACT	Os et tissu osseux	Affections musculo-squelettiques et systémiques et [osseuses]{Anatomy} Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Bone bone	C0005931
281_4	281_4.25	Disorders	683	696	Rhabdomyolyse	C0035410	EXACT	RHABDOMYOLYSE	Affections musculo-squelettiques et systémiques et osseuses [Rhabdomyolyse]{Disorders} Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Rhabdomyolyses	C0035410
281_4	281_4.26	Disorders	697	715	Affections du rein	C0022658	EXACT	Maladies du rein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse [Affections du rein]{Disorders} et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Kidney Diseases	C0022658
281_4	281_4.27	Anatomy	711	715	rein	C0022646	EXACT	Rein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du [rein]{Anatomy} et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Kidney	C0022646
281_4	281_4.28	Disorders	697	738	Affections des voies urinaires	C0042075	EXACT	Affection des voies urinaires	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse [Affections] du rein et [des voies urinaires]{Disorders} Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Urologic Diseases	C0042075
281_4	281_4.29	Anatomy	723	738	voies urinaires	C0042027	EXACT	Voies urinaires	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des [voies urinaires]{Anatomy} Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Urinary tract	C0042027
281_4	281_4.30	Disorders	739	746	Dysurie	C0013428	EXACT	DYSURIE	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires [Dysurie]{Disorders} Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Dysuria	C0013428
281_4	281_4.31	Physiology	773	785	reproduction	C0035150	EXACT	Reproduction	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de [reproduction]{Physiology} et du sein Priapisme Troubles généraux et anomalies au site d	Reproduction	C0035150
281_4	281_4.33	Anatomy	792	796	sein	C0006141	EXACT	Sein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du [sein]{Anatomy} Priapisme Troubles généraux et anomalies au site d	Breast	C0006141
281_4	281_4.34	Disorders	797	806	Priapisme	C0033117	EXACT	Priapisme	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein [Priapisme]{Disorders} Troubles généraux et anomalies au site d	Priapism	C0033117
281_4	281_4.38	Living Beings	957	965	patients	C0030705	EXACT	Patients	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des [patients]{Living Beings} âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Patients	C0030705
281_4	281_4.40	Procedures	984	994	traitement	C0087111	EXACT	Traitement	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le [traitement]{Procedures} par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Therapeutic procedure	C0087111
281_4	281_4.41	Chemicals & Drugs	999	1009	olanzapine	C0171023	EXACT	OLANZapine	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par [olanzapine]{Chemicals & Drugs} a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Olanzapine	C0171023
281_4	281_4.42	Physiology	1054	1059	décès	C0011065	EXACT	Décès	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de [décès]{Physiology} et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Cessation of life	C0011065
281_4	281_4.43	Disorders	1067	1090	événements indésirables	C0559546	EXACT	Réaction indésirable	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ [événements indésirables]{Disorders} vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Adverse reactions	C0559546
281_4	281_4.44	Anatomy	1091	1102	vasculaires	C0005847	EXACT	Vascular	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables [vasculaires]{Anatomy} cérébraux par rapport au placebo ( voir rubrique 4 .	Blood Vessel	C0005847
281_4	281_4.45	Anatomy	1103	1112	cérébraux	C0006104	EXACT	BRA	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires [cérébraux]{Anatomy} par rapport au placebo ( voir rubrique 4 .	Brain	C0006104
281_4	281_4.46	Chemicals & Drugs	1128	1135	placebo	C1696465	EXACT	Placebo	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au [placebo]{Chemicals & Drugs} ( voir rubrique 4 .	Placebo	C1696465
281_4	281_4.47	Procedures	1172	1177	étude	C2603343	EXACT	Study	Dans une [étude]{Procedures} de tomographie par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Study	C2603343
281_4	281_4.48	Procedures	1181	1217	tomographie par émission de positron	C0032743	EXACT	Tomographie par émission de positrons	Dans une étude de [tomographie par émission de positron]{Procedures} ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Positron-Emission Tomography	C0032743
281_4	281_4.49	Procedures	1181	1192	tomographie	C0040395	EXACT	Tomographie	Dans une étude de [tomographie]{Procedures} par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Tomography	C0040395
281_4	281_4.50	Procedures	1220	1223	PET	C0032743	EXACT	Pet	Dans une étude de tomographie par émission de positron ( [PET]{Procedures} ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ olanzapine a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Positron-Emission Tomography	C0032743
281_4	281_4.52	Chemicals & Drugs	1297	1307	olanzapine	C0171023	EXACT	OLANZapine	Dans une étude de tomographie par émission de positron ( PET ) chez le volontaire sain utilisant une dose orale unique ( 10 mg ), l ’ [olanzapine]{Chemicals & Drugs} a entraîné une occupation des récepteurs 5HT2A supérieure à celle des récepteurs D2 .	Olanzapine	C0171023
281_4	281_4.55	Chemicals & Drugs	1396	1404	Mannitol	C0024730	EXACT	Mannitol	[Mannitol]{Chemicals & Drugs} ( E421 ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille	Mannitol	C0024730
281_4	281_4.56	Chemicals & Drugs	1407	1411	E421	C0024730	EXACT	E421 - Mannitol	Mannitol ( [E421]{Chemicals & Drugs} ) Glycolate d ’ amidon de sodium ( type A ) D-glucose Arôme vanille	Mannitol	C0024730
281_4	281_4.58	Chemicals & Drugs	1414	1423	Glycolate	C0017948	EXACT	Glycolates	Mannitol ( E421 ) [Glycolate]{Chemicals & Drugs} d ’ amidon de sodium ( type A ) D-glucose Arôme vanille	Glycolates	C0017948
281_4	281_4.61	Chemicals & Drugs	1438	1444	sodium	C0037473	EXACT	Na sodium	Mannitol ( E421 ) Glycolate d ’ amidon de [sodium]{Chemicals & Drugs} ( type A ) D-glucose Arôme vanille	Sodium	C0037473
281_4	281_4.66	Chemicals & Drugs	1506	1515	comprimés	C0039225	EXACT	Comprimés	Olanzapine Teva 15 mg , [comprimés]{Chemicals & Drugs} orodispersibles	Tablet Dosage Form	C0039225
281_4	281_4.68	Chemicals & Drugs	1541	1549	comprimé	C0039225	EXACT	Comprimés	Chaque [comprimé]{Chemicals & Drugs} orodispersible de 15 mg contient 15 mg d ’ olanzapine .	Tablet Dosage Form	C0039225
281_4	281_4.69	Chemicals & Drugs	1593	1603	olanzapine	C0171023	EXACT	OLANZapine	Chaque comprimé orodispersible de 15 mg contient 15 mg d ’ [olanzapine]{Chemicals & Drugs} .	Olanzapine	C0171023
281_4	281_4.71	Chemicals & Drugs	1615	1623	comprimé	C0039225	EXACT	Comprimés	Chaque [comprimé]{Chemicals & Drugs} orodispersible de 15 mg contient 0 , 2 mg de jaune orangé S ( E110 ).	Tablet Dosage Form	C0039225
281_4	281_4.74	Chemicals & Drugs	1696	1704	Comprimé	C0039225	EXACT	Comprimés	[Comprimé]{Chemicals & Drugs} rond plat de couleur orange tacheté , vierge sur les deux faces .	Tablet Dosage Form	C0039225
281_4	281_4.75	Phenomena	1718	1725	couleur	C0009393	EXACT	Couleur	Comprimé rond plat de [couleur]{Phenomena} orange tacheté , vierge sur les deux faces .	Color	C0009393
281_4	281_4.77	Chemicals & Drugs	1780	1788	comprimé	C0039225	EXACT	Comprimés	130 Le [comprimé]{Chemicals & Drugs} orodispersible d ’ Olanzapine Teva doit être placé dans la bouche où il sera rapidement dissout dans la salive , et donc facilement avalé .	Tablet Dosage Form	C0039225
281_4	281_4.81	Procedures	1877	1884	dissout	C1285147	EXACT	Dissolution - action	130 Le comprimé orodispersible d ’ Olanzapine Teva doit être placé dans la bouche où il sera rapidement [dissout]{Procedures} dans la salive , et donc facilement avalé .	Dissolution - action	C1285147
281_4	281_4.85	Living Beings	1931	1939	Patients	C0030705	EXACT	Patients	[Patients]{Living Beings} âgés Une dose initiale plus faible ( 5 mg par jour ) n ’ est pas indiquée de façon systématique mais doit peut être envisagée chez les patients âgés de 65 ans et plus lorsque des facteurs cliniques le justifient ( voir ruvrique 4 .	Patients	C0030705
281_4	281_4.86	Disorders	2005	2013	indiquée	C1444656	EXACT	Indicated	Patients âgés Une dose initiale plus faible ( 5 mg par jour ) n ’ est pas [indiquée]{Disorders} de façon systématique mais doit peut être envisagée chez les patients âgés de 65 ans et plus lorsque des facteurs cliniques le justifient ( voir ruvrique 4 .	Indicated	C1444656
281_4	281_4.88	Living Beings	2075	2083	patients	C0030705	EXACT	Patients	Patients âgés Une dose initiale plus faible ( 5 mg par jour ) n ’ est pas indiquée de façon systématique mais doit peut être envisagée chez les [patients]{Living Beings} âgés de 65 ans et plus lorsque des facteurs cliniques le justifient ( voir ruvrique 4 .	Patients	C0030705
281_4	281_4.90	Chemicals & Drugs	2227	2238	fluvoxamine	C0085228	EXACT	Fluvoxamine	134 Inhibition du CYP1A2 Il a été montré que la [fluvoxamine]{Chemicals & Drugs} , inhibiteur spécifique du CYP1A2 , inhibe significativement le métabolisme de l ’ olanzapine .	Fluvoxamine	C0085228
281_4	281_4.92	Physiology	2303	2314	métabolisme	C0025519	EXACT	Métabolisme	134 Inhibition du CYP1A2 Il a été montré que la fluvoxamine , inhibiteur spécifique du CYP1A2 , inhibe significativement le [métabolisme]{Physiology} de l ’ olanzapine .	Metabolism	C0025519
281_4	281_4.93	Chemicals & Drugs	2322	2332	olanzapine	C0171023	EXACT	OLANZapine	134 Inhibition du CYP1A2 Il a été montré que la fluvoxamine , inhibiteur spécifique du CYP1A2 , inhibe significativement le métabolisme de l ’ [olanzapine]{Chemicals & Drugs} .	Olanzapine	C0171023
281_4	281_4.94	Disorders	2357	2389	Affections musculo-squelettiques	C0263660	EXACT	Affections musculo-squelettiques et systémiques	[Affections musculo-squelettiques]{Disorders} et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Musculoskeletal and connective tissue disorders	C0263660
281_4	281_4.96	Anatomy	2408	2416	osseuses	C0005931	EXACT	Os et tissu osseux	Affections musculo-squelettiques et systémiques et [osseuses]{Anatomy} Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Bone bone	C0005931
281_4	281_4.97	Disorders	2417	2430	Rhabdomyolyse	C0035410	EXACT	RHABDOMYOLYSE	Affections musculo-squelettiques et systémiques et osseuses [Rhabdomyolyse]{Disorders} Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Rhabdomyolyses	C0035410
281_4	281_4.98	Disorders	2431	2449	Affections du rein	C0022658	EXACT	Maladies du rein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse [Affections du rein]{Disorders} et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Kidney Diseases	C0022658
281_4	281_4.99	Anatomy	2445	2449	rein	C0022646	EXACT	Rein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du [rein]{Anatomy} et des voies urinaires Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Kidney	C0022646
281_4	281_4.100	Disorders	2431	2472	Affections des voies urinaires	C0042075	EXACT	Affection des voies urinaires	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse [Affections] du rein et [des voies urinaires]{Disorders} Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Urologic Diseases	C0042075
281_4	281_4.101	Anatomy	2457	2472	voies urinaires	C0042027	EXACT	Voies urinaires	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des [voies urinaires]{Anatomy} Dysurie Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Urinary tract	C0042027
281_4	281_4.102	Disorders	2473	2480	Dysurie	C0013428	EXACT	DYSURIE	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires [Dysurie]{Disorders} Affections des organes de reproduction et du sein Priapisme Troubles généraux et anomalies au site d	Dysuria	C0013428
281_4	281_4.103	Physiology	2507	2519	reproduction	C0035150	EXACT	Reproduction	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de [reproduction]{Physiology} et du sein Priapisme Troubles généraux et anomalies au site d	Reproduction	C0035150
281_4	281_4.105	Anatomy	2526	2530	sein	C0006141	EXACT	Sein	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du [sein]{Anatomy} Priapisme Troubles généraux et anomalies au site d	Breast	C0006141
281_4	281_4.106	Disorders	2531	2540	Priapisme	C0033117	EXACT	Priapisme	Affections musculo-squelettiques et systémiques et osseuses Rhabdomyolyse Affections du rein et des voies urinaires Dysurie Affections des organes de reproduction et du sein [Priapisme]{Disorders} Troubles généraux et anomalies au site d	Priapism	C0033117
281_4	281_4.110	Living Beings	2691	2699	patients	C0030705	EXACT	Patients	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des [patients]{Living Beings} âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Patients	C0030705
281_4	281_4.112	Procedures	2718	2728	traitement	C0087111	EXACT	Traitement	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le [traitement]{Procedures} par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Therapeutic procedure	C0087111
281_4	281_4.113	Chemicals & Drugs	2733	2743	olanzapine	C0171023	EXACT	OLANZapine	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par [olanzapine]{Chemicals & Drugs} a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Olanzapine	C0171023
281_4	281_4.114	Physiology	2788	2793	décès	C0011065	EXACT	Décès	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de [décès]{Physiology} et d ’ événements indésirables vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Cessation of life	C0011065
281_4	281_4.115	Disorders	2801	2824	événements indésirables	C0559546	EXACT	Réaction indésirable	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ [événements indésirables]{Disorders} vasculaires cérébraux par rapport au placebo ( voir rubrique 4 .	Adverse reactions	C0559546
281_4	281_4.116	Anatomy	2825	2836	vasculaires	C0005847	EXACT	Vascular	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables [vasculaires]{Anatomy} cérébraux par rapport au placebo ( voir rubrique 4 .	Blood Vessel	C0005847
281_4	281_4.117	Anatomy	2837	2846	cérébraux	C0006104	EXACT	BRA	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires [cérébraux]{Anatomy} par rapport au placebo ( voir rubrique 4 .	Brain	C0006104
281_4	281_4.118	Chemicals & Drugs	2862	2869	placebo	C1696465	EXACT	Placebo	Information complémentaire concernant des populations particulières Au cours d ’ essais cliniques chez des patients âgés déments , le traitement par olanzapine a été associé à une incidence supérieure de décès et d ’ événements indésirables vasculaires cérébraux par rapport au [placebo]{Chemicals & Drugs} ( voir rubrique 4 .	Placebo	C1696465
